id	name	colorfulness	minEnergy	alpha	lightning	globalActivity	nbWhiteFrames	nbSceneCuts	cutLength	flatness_env	wtf_max2stdratio_1	wtf_max2stdratio_2	wtf_max2stdratio_3	wtf_max2stdratio_4	wtf_max2stdratio_5	wtf_max2stdratio_6	wtf_max2stdratio_7	wtf_max2stdratio_8	wtf_max2stdratio_9	wtf_max2stdratio_10	wtf_max2stdratio_11	wtf_max2stdratio_12	medianLightness	slope
456	ACCEDE00456.mp4	17.654785	1.414672	42	0.193285	0.075012	0	0	0	0	4.74E+00	4.61E+00	4.30E+00	4.01E+00	3.67E+00	3.37E+00	2.94E+00	2.24E+00	1.62E+00	1.42E+00	1.41E+00	1.63E+15	0.54902	1.438597
457	ACCEDE00457.mp4	26.451162	1.023918	33	0.069548	0.047583	0	1	191	0	4.73E+00	4.60E+00	4.21E+00	3.87E+00	3.56E+00	3.31E+00	3.00E+00	2.26E+00	1.66E+00	1.43E+00	1.41E+00	2.59E+15	0.380392	1.425928
458	ACCEDE00458.mp4	26.821859	0.804509	23	0.611403	0.013799	0	0	0	0	4.72E+00	4.62E+00	4.35E+00	4.06E+00	3.66E+00	3.36E+00	2.77E+00	2.09E+00	1.59E+00	1.42E+00	1.41E+00	3.24E+15	0.254902	1.322491
459	ACCEDE00459.mp4	28.24836	0.814525	23	0.577037	0.014338	0	1	254	0	4.69E+00	4.73E+00	4.70E+00	4.47E+00	3.97E+00	3.48E+00	2.85E+00	2.16E+00	1.56E+00	1.42E+00	1.41E+00	3.30E+15	0.258824	1.300627
460	ACCEDE00460.mp4	30.975388	0.673089	24	0.123271	0.010188	0	0	0	0	4.98E+00	4.86E+00	4.62E+00	4.28E+00	3.98E+00	3.57E+00	2.90E+00	2.24E+00	1.61E+00	1.43E+00	1.41E+00	3.28E+15	0.333333	1.31752
461	ACCEDE00461.mp4	24.031445	0.760655	32	0.001676	0.034332	0	0	0	0	4.83E+00	4.80E+00	4.64E+00	4.32E+00	3.94E+00	3.67E+00	2.99E+00	2.27E+00	1.63E+00	1.42E+00	1.41E+00	4.28E+15	0.396078	1.332312
462	ACCEDE00462.mp4	32.839222	0.715395	24	0.44914	0.027138	0	0	0	0	4.95E+00	4.95E+00	4.76E+00	4.34E+00	3.94E+00	3.48E+00	2.96E+00	2.18E+00	1.60E+00	1.42E+00	1.41E+00	5.43E+15	0.396078	1.313557
463	ACCEDE00463.mp4	30.496279	0.950178	44	0.078327	0.038584	0	0	0	0	5.32E+00	5.00E+00	4.67E+00	4.18E+00	3.80E+00	3.47E+00	2.85E+00	2.15E+00	1.70E+00	1.45E+00	1.41E+00	1.04E+15	0.396078	1.295933
464	ACCEDE00464.mp4	32.822075	0.695185	38	0.134843	0.0999	0	0	0	0	5.03E+00	4.80E+00	4.32E+00	3.90E+00	3.80E+00	3.39E+00	2.81E+00	2.10E+00	1.67E+00	1.44E+00	1.41E+00	1.11E+15	0.443137	1.277007
465	ACCEDE00465.mp4	33.26659	1.096859	31	0.391348	0.103075	0	0	0	0	5.10E+00	4.81E+00	4.38E+00	4.03E+00	3.88E+00	3.41E+00	2.81E+00	2.09E+00	1.67E+00	1.45E+00	1.41E+00	9.25E+14	0.403922	1.272897
466	ACCEDE00466.mp4	21.476849	0.757298	9	0.008864	0.108971	0	0	0	0	5.42E+00	5.05E+00	4.64E+00	4.20E+00	3.85E+00	3.37E+00	2.85E+00	2.19E+00	1.71E+00	1.45E+00	1.41E+00	1.05E+15	0.368627	1.349974
467	ACCEDE00467.mp4	29.859688	0.643454	15	0.434446	0.02875	0	0	0	0	5.45E+00	5.08E+00	4.72E+00	4.25E+00	3.78E+00	3.31E+00	2.84E+00	2.16E+00	1.69E+00	1.47E+00	1.41E+00	1.10E+15	0.345098	1.357639
468	ACCEDE00468.mp4	32.224148	0.63848	27	0.177284	0.035689	0	0	0	0	5.45E+00	5.09E+00	4.79E+00	4.31E+00	3.81E+00	3.36E+00	2.83E+00	2.16E+00	1.68E+00	1.47E+00	1.41E+00	1.32E+15	0.360784	1.371026
469	ACCEDE00469.mp4	28.341208	0.824458	18	0.133725	0.046738	0	0	0	0	5.58E+00	5.32E+00	4.98E+00	4.39E+00	3.88E+00	3.42E+00	2.81E+00	2.12E+00	1.61E+00	1.43E+00	1.41E+00	1.02E+15	0.207843	1.34232
470	ACCEDE00470.mp4	29.232563	0.847593	43	0.103618	0.061438	0	1	118	0	5.44E+00	5.17E+00	4.81E+00	4.36E+00	3.92E+00	3.48E+00	2.92E+00	2.17E+00	1.72E+00	1.46E+00	1.41E+00	1.14E+15	0.196078	1.317947
471	ACCEDE00471.mp4	28.777374	1.361548	35	0.151418	0.145881	0	3	77	0	5.30E+00	5.07E+00	4.73E+00	4.32E+00	3.76E+00	3.35E+00	2.81E+00	2.17E+00	1.69E+00	1.43E+00	1.41E+00	9.65E+14	0.203922	1.336809
472	ACCEDE00472.mp4	28.712103	0.982662	18	1.139841	0.188851	0	0	0	0	5.50E+00	5.36E+00	5.01E+00	4.34E+00	3.78E+00	3.41E+00	2.82E+00	2.16E+00	1.71E+00	1.46E+00	1.41E+00	1.20E+15	0.411765	1.343219
473	ACCEDE00473.mp4	31.863226	1.093736	31	1.074531	0.458026	0	0	0	0	4.90E+00	4.86E+00	4.62E+00	4.32E+00	3.96E+00	3.39E+00	2.83E+00	2.07E+00	1.60E+00	1.44E+00	1.41E+00	1.28E+15	0.47451	1.388835
474	ACCEDE00474.mp4	31.141346	1.044502	35	0.990088	0.231403	0	0	0	0	4.47E+00	4.43E+00	4.26E+00	4.04E+00	3.66E+00	3.23E+00	2.57E+00	1.93E+00	1.55E+00	1.42E+00	1.41E+00	1.21E+15	0.380392	1.385798
475	ACCEDE00475.mp4	37.359344	0.668381	11	0.328074	0.025496	0	0	0	0	4.91E+00	4.77E+00	4.50E+00	4.20E+00	3.77E+00	3.47E+00	2.88E+00	2.15E+00	1.58E+00	1.42E+00	1.41E+00	2.69E+15	0.321569	1.374154
476	ACCEDE00476.mp4	29.927525	0.868195	5	0.060028	0.001327	0	0	0	0	4.89E+00	4.73E+00	4.40E+00	4.15E+00	3.83E+00	3.43E+00	2.90E+00	2.16E+00	1.58E+00	1.41E+00	1.41E+00	2.77E+15	0.266667	1.325414
477	ACCEDE00477.mp4	12.237774	1.556029	30	0.289117	0.039316	0	1	247	0	4.59E+00	4.47E+00	4.27E+00	4.10E+00	3.81E+00	3.43E+00	2.86E+00	2.19E+00	1.59E+00	1.43E+00	1.41E+00	3.04E+15	0.294118	1.315092
478	ACCEDE00478.mp4	34.451054	1.201913	45	0.479488	0.049036	0	1	103	0	4.60E+00	4.44E+00	4.16E+00	4.00E+00	3.82E+00	3.47E+00	2.87E+00	2.22E+00	1.60E+00	1.42E+00	1.41E+00	3.77E+15	0.321569	1.418018
479	ACCEDE00479.mp4	32.534065	1.310095	45	0.332617	0.05934	0	2	125.5	0	4.74E+00	4.64E+00	4.30E+00	4.06E+00	3.82E+00	3.51E+00	2.88E+00	2.20E+00	1.58E+00	1.41E+00	1.41E+00	3.65E+15	0.258824	1.386373
480	ACCEDE00480.mp4	33.002365	1.172536	34	0.924789	0.023118	0	0	0	0	4.43E+00	4.39E+00	4.25E+00	4.00E+00	3.68E+00	3.28E+00	2.65E+00	2.00E+00	1.54E+00	1.42E+00	1.41E+00	1.62E+15	0.45098	1.326084
481	ACCEDE00481.mp4	32.719204	1.163972	35	1.093638	0.014785	0	0	0	0	4.61E+00	4.54E+00	4.32E+00	4.11E+00	3.80E+00	3.42E+00	2.84E+00	2.12E+00	1.57E+00	1.43E+00	1.41E+00	3.45E+15	0.423529	1.335741
482	ACCEDE00482.mp4	32.390846	0.905307	15	0.22538	0.009701	0	0	0	0	4.85E+00	4.81E+00	4.42E+00	4.03E+00	3.77E+00	3.42E+00	2.89E+00	2.20E+00	1.59E+00	1.42E+00	1.41E+00	4.55E+15	0.258824	1.296288
483	ACCEDE00483.mp4	32.605362	0.912777	5	0.030868	0.000969	0	0	0	0	5.02E+00	4.81E+00	4.43E+00	4.04E+00	3.70E+00	3.37E+00	2.90E+00	2.15E+00	1.60E+00	1.42E+00	1.41E+00	2.40E+15	0.27451	1.324717
484	ACCEDE00484.mp4	32.958866	0.686712	21	0.155792	0.006967	0	0	0	0	5.22E+00	5.12E+00	4.72E+00	4.17E+00	3.66E+00	3.32E+00	2.81E+00	2.10E+00	1.55E+00	1.42E+00	1.41E+00	1.58E+15	0.494118	1.397018
485	ACCEDE00485.mp4	31.987217	0.91191	5	0.130986	0.000712	0	0	0	0	4.87E+00	4.67E+00	4.48E+00	4.18E+00	3.84E+00	3.46E+00	2.84E+00	2.17E+00	1.58E+00	1.42E+00	1.41E+00	1.95E+15	0.262745	1.317557
486	ACCEDE00486.mp4	31.744534	0.888496	5	0.567374	0.01512	0	0	0	0	4.78E+00	4.71E+00	4.39E+00	4.16E+00	3.87E+00	3.51E+00	2.90E+00	2.20E+00	1.59E+00	1.42E+00	1.41E+00	3.01E+15	0.27451	1.333504
487	ACCEDE00487.mp4	35.709183	0.693601	11	0.167229	0.036204	0	0	0	0	4.78E+00	4.68E+00	4.48E+00	4.21E+00	3.84E+00	3.38E+00	2.84E+00	2.15E+00	1.58E+00	1.42E+00	1.41E+00	1.55E+15	0.34902	1.339237
488	ACCEDE00488.mp4	9.500739	1.804437	66	0.815856	0.106878	0	3	49.666668	0	4.80E+00	4.67E+00	4.42E+00	4.07E+00	3.69E+00	3.41E+00	2.77E+00	2.20E+00	1.70E+00	1.42E+00	1.41E+00	2.82E+15	0.235294	1.465193
489	ACCEDE00489.mp4	16.994053	1.025345	39	0.381693	0.025507	0	0	0	0	4.68E+00	4.47E+00	3.99E+00	3.62E+00	3.36E+00	3.18E+00	2.53E+00	2.09E+00	1.65E+00	1.42E+00	1.41E+00	1.91E+15	0.164706	1.416838
490	ACCEDE00490.mp4	13.160089	1.208056	45	0.359474	0.087468	0	3	77.666664	0	4.92E+00	4.25E+00	3.84E+00	3.47E+00	3.25E+00	3.12E+00	2.89E+00	2.27E+00	1.66E+00	1.43E+00	1.40E+00	1.53E+15	0.219608	1.433529
491	ACCEDE00491.mp4	13.02671	1.334745	15	0.564147	0.216331	0	4	56.5	0	5.17E+00	4.51E+00	4.15E+00	3.71E+00	3.33E+00	3.12E+00	2.85E+00	2.24E+00	1.68E+00	1.44E+00	1.41E+00	1.10E+15	0.117647	1.39793
492	ACCEDE00492.mp4	21.861309	1.548982	45	0	0.340438	0	3	77.333336	0	4.67E+00	4.51E+00	4.31E+00	4.02E+00	3.66E+00	3.31E+00	2.78E+00	2.15E+00	1.61E+00	1.42E+00	1.41E+00	9.31E+14	0.172549	1.396379
493	ACCEDE00493.mp4	16.246964	1.427964	35	0.592064	0.300641	0	1	114	0	4.67E+00	4.58E+00	4.25E+00	3.80E+00	3.46E+00	3.24E+00	2.68E+00	2.12E+00	1.63E+00	1.42E+00	1.41E+00	4.31E+15	0.152941	1.471781
494	ACCEDE00494.mp4	15.523921	1.361831	33	0.903132	0.128627	0	1	228	0	4.90E+00	4.74E+00	4.34E+00	3.85E+00	3.44E+00	3.29E+00	2.67E+00	2.09E+00	1.64E+00	1.42E+00	1.41E+00	2.07E+15	0.168627	1.46835
495	ACCEDE00495.mp4	15.150947	1.177567	7	0	0.056275	0	2	104.5	0	4.63E+00	4.41E+00	4.15E+00	3.86E+00	3.53E+00	3.33E+00	2.74E+00	2.13E+00	1.62E+00	1.41E+00	1.40E+00	2.13E+15	0.129412	1.395764
496	ACCEDE00496.mp4	13.713042	0.779807	33	0.666666	0.100315	0	2	64.5	0	5.30E+00	5.22E+00	4.94E+00	4.53E+00	4.09E+00	3.71E+00	2.99E+00	2.24E+00	1.64E+00	1.43E+00	1.41E+00	2.85E+15	0.164706	1.411704
497	ACCEDE00497.mp4	15.655928	0.951871	15	0	0.068793	0	2	68	0	5.08E+00	4.93E+00	4.57E+00	4.11E+00	3.74E+00	3.40E+00	2.75E+00	2.15E+00	1.62E+00	1.42E+00	1.41E+00	3.75E+15	0.145098	1.398522
498	ACCEDE00498.mp4	27.53862	0.982759	15	0.416142	0.162386	0	2	53	0	4.93E+00	4.92E+00	4.76E+00	4.45E+00	4.01E+00	3.49E+00	2.85E+00	2.08E+00	1.56E+00	1.41E+00	1.41E+00	4.41E+15	0.278431	1.414834
499	ACCEDE00499.mp4	27.782572	0.954389	15	0.429807	0.09195	0	2	85	0	4.97E+00	4.91E+00	4.72E+00	4.30E+00	3.89E+00	3.46E+00	2.80E+00	2.05E+00	1.55E+00	1.42E+00	1.41E+00	2.42E+15	0.290196	1.445011
500	ACCEDE00500.mp4	22.432264	1.181192	39	1.069948	0.034597	0	1	187	0	5.20E+00	5.16E+00	5.02E+00	4.63E+00	4.13E+00	3.62E+00	2.92E+00	2.20E+00	1.63E+00	1.42E+00	1.40E+00	3.88E+15	0.388235	1.416769
501	ACCEDE00501.mp4	20.511942	0.934288	39	0.066968	0.01997	0	0	0	0	4.87E+00	4.85E+00	4.72E+00	4.40E+00	3.96E+00	3.48E+00	2.77E+00	2.04E+00	1.55E+00	1.42E+00	1.41E+00	2.38E+15	0.2	1.427552
502	ACCEDE00502.mp4	25.990732	1.168123	323	0.549862	0.032823	0	0	0	0	4.77E+00	4.70E+00	4.36E+00	3.91E+00	3.54E+00	3.27E+00	2.62E+00	2.07E+00	1.63E+00	1.42E+00	1.41E+00	2.93E+15	0.278431	1.42912
503	ACCEDE00503.mp4	26.028393	0.972487	39	0.231026	0.385152	0	6	33.166668	0	5.40E+00	5.16E+00	4.93E+00	4.49E+00	3.92E+00	3.44E+00	2.86E+00	2.22E+00	1.68E+00	1.42E+00	1.40E+00	1.01E+16	0.180392	1.376235
504	ACCEDE00504.mp4	16.361917	0.85575	35	0.446838	0.022241	0	0	0	0	4.86E+00	4.79E+00	4.61E+00	4.24E+00	3.84E+00	3.38E+00	2.77E+00	2.03E+00	1.55E+00	1.42E+00	1.41E+00	2.35E+15	0.192157	1.431445
505	ACCEDE00505.mp4	20.192204	0.834206	34	0.801797	0.042346	0	1	101	0	5.12E+00	4.88E+00	4.57E+00	4.10E+00	3.62E+00	3.32E+00	2.86E+00	2.25E+00	1.65E+00	1.43E+00	1.40E+00	1.59E+15	0.196078	1.422685
506	ACCEDE00506.mp4	14.375224	1.391176	38	0.061204	0.065189	0	1	71	0	5.07E+00	4.93E+00	4.69E+00	4.22E+00	3.88E+00	3.41E+00	2.84E+00	2.14E+00	1.61E+00	1.44E+00	1.41E+00	2.13E+15	0.160784	1.410143
507	ACCEDE00507.mp4	18.583378	0.946864	38	0.693687	0.050403	0	1	69	0	5.28E+00	4.69E+00	4.37E+00	3.96E+00	3.65E+00	3.30E+00	2.87E+00	2.25E+00	1.66E+00	1.44E+00	1.40E+00	1.86E+15	0.168627	1.44564
508	ACCEDE00508.mp4	10.301969	1.429322	37	1.343506	0.059597	0	0	0	0	4.98E+00	4.83E+00	4.57E+00	4.21E+00	3.80E+00	3.49E+00	2.89E+00	2.17E+00	1.57E+00	1.43E+00	1.41E+00	1.92E+15	0.152941	1.417207
509	ACCEDE00509.mp4	8.87868	1.613503	38	1.210445	0.026538	0	0	0	0	4.80E+00	4.71E+00	4.53E+00	4.20E+00	3.72E+00	3.49E+00	2.74E+00	2.07E+00	1.53E+00	1.42E+00	1.41E+00	2.16E+15	0.137255	1.473728
510	ACCEDE00510.mp4	38.412186	1.035767	22	0.571558	0.214349	0	6	40.5	0	4.92E+00	4.78E+00	4.64E+00	4.35E+00	3.94E+00	3.46E+00	2.84E+00	2.16E+00	1.62E+00	1.43E+00	1.41E+00	9.54E+15	0.317647	1.429025
511	ACCEDE00511.mp4	31.964872	0.669151	37	0.940333	0.185338	0	4	41	0	4.76E+00	4.76E+00	4.77E+00	4.50E+00	4.05E+00	3.47E+00	2.82E+00	2.10E+00	1.59E+00	1.42E+00	1.41E+00	8.74E+15	0.392157	1.401371
512	ACCEDE00512.mp4	29.526585	1.243499	44	1.010648	0.248675	0	5	50.400002	0	4.83E+00	4.71E+00	4.47E+00	4.09E+00	3.69E+00	3.23E+00	2.71E+00	1.97E+00	1.54E+00	1.41E+00	1.41E+00	2.53E+15	0.27451	1.418348
513	ACCEDE00513.mp4	25.431044	1.114974	42	0.896285	0.268571	0	3	53.666668	0	4.59E+00	4.45E+00	4.20E+00	3.88E+00	3.56E+00	3.12E+00	2.61E+00	1.88E+00	1.56E+00	1.43E+00	1.41E+00	1.84E+15	0.298039	1.393844
514	ACCEDE00514.mp4	26.502274	0.660627	20	0.498134	0.17052	0	3	47	0	5.90E+00	5.37E+00	4.92E+00	4.25E+00	3.64E+00	3.16E+00	2.72E+00	2.21E+00	1.73E+00	1.46E+00	1.41E+00	3.59E+15	0.203922	1.415282
515	ACCEDE00515.mp4	20.173225	1.015996	15	0.141937	0.14648	0	1	222	0	5.80E+00	5.63E+00	5.33E+00	4.82E+00	4.26E+00	3.72E+00	3.02E+00	2.24E+00	1.62E+00	1.42E+00	1.40E+00	1.74E+15	0.211765	1.395628
516	ACCEDE00516.mp4	17.362295	0.800112	35	0.495093	0.017777	0	0	0	0	5.68E+00	5.65E+00	5.27E+00	4.84E+00	4.31E+00	3.74E+00	3.03E+00	2.21E+00	1.66E+00	1.44E+00	1.41E+00	2.61E+15	0.203922	1.441845
517	ACCEDE00517.mp4	17.582258	1.00183	15	0.687586	0.081961	0	0	0	0	4.87E+00	4.76E+00	4.57E+00	4.19E+00	3.73E+00	3.32E+00	2.72E+00	1.94E+00	1.53E+00	1.41E+00	1.40E+00	3.82E+15	0.160784	1.399506
518	ACCEDE00518.mp4	41.358665	1.081779	18	0.088814	0.051146	0	0	0	0	5.01E+00	4.59E+00	4.32E+00	4.19E+00	3.51E+00	3.05E+00	2.49E+00	1.79E+00	1.49E+00	1.41E+00	1.41E+00	2.10E+15	0.317647	1.394504
519	ACCEDE00519.mp4	20.990887	0.521089	33	0.523939	0.134345	0	3	77	0	5.19E+00	5.06E+00	4.74E+00	4.39E+00	4.08E+00	3.47E+00	2.80E+00	2.02E+00	1.55E+00	1.42E+00	1.41E+00	1.81E+15	0.172549	1.440277
520	ACCEDE00520.mp4	36.467091	1.073953	359	1.247817	0.037011	0	1	175	0	5.66E+00	5.10E+00	4.35E+00	3.89E+00	3.45E+00	3.08E+00	2.54E+00	1.81E+00	1.49E+00	1.42E+00	1.41E+00	1.81E+15	0.498039	1.300699
521	ACCEDE00521.mp4	25.397562	0.745178	30	0.117245	0.031987	0	1	95	0	4.89E+00	4.73E+00	4.51E+00	4.26E+00	3.69E+00	3.23E+00	2.72E+00	1.96E+00	1.55E+00	1.43E+00	1.41E+00	2.99E+15	0.235294	1.418508
522	ACCEDE00522.mp4	24.173889	0.757611	30	0.135494	0.026054	0	1	221	0	4.91E+00	4.78E+00	4.57E+00	4.26E+00	3.80E+00	3.33E+00	2.66E+00	1.96E+00	1.52E+00	1.41E+00	1.40E+00	2.67E+15	0.2	1.412457
523	ACCEDE00523.mp4	24.19466	0.752505	28	0.079415	0.033413	0	2	94.5	0	5.34E+00	5.16E+00	4.84E+00	4.59E+00	3.95E+00	3.37E+00	2.75E+00	2.01E+00	1.53E+00	1.42E+00	1.41E+00	1.27E+15	0.196078	1.39436
524	ACCEDE00524.mp4	24.444637	0.738033	28	0.302609	0.120005	0	3	57.333332	0	5.02E+00	4.84E+00	4.55E+00	4.38E+00	3.77E+00	3.26E+00	2.70E+00	1.94E+00	1.53E+00	1.42E+00	1.41E+00	1.41E+15	0.207843	1.40242
525	ACCEDE00525.mp4	31.487812	1.076234	43	0.790249	0.025616	0	0	0	0	6.39E+00	5.76E+00	4.92E+00	4.50E+00	3.95E+00	3.54E+00	2.83E+00	2.09E+00	1.62E+00	1.43E+00	1.40E+00	1.68E+15	0.258824	1.39553
526	ACCEDE00526.mp4	19.816162	0.790382	31	0.118609	0.013775	0	0	0	0	5.12E+00	4.99E+00	4.72E+00	4.38E+00	3.97E+00	3.45E+00	2.76E+00	2.02E+00	1.55E+00	1.42E+00	1.41E+00	2.79E+15	0.34902	1.432153
527	ACCEDE00527.mp4	20.358988	0.805153	31	0.577736	0.02147	0	1	169	0	5.17E+00	5.01E+00	4.67E+00	4.32E+00	3.87E+00	3.41E+00	2.74E+00	1.98E+00	1.56E+00	1.42E+00	1.41E+00	1.91E+15	0.345098	1.447723
528	ACCEDE00528.mp4	32.943821	1.025601	24	0.364614	0.01611	0	0	0	0	5.08E+00	4.97E+00	4.63E+00	4.24E+00	3.71E+00	3.21E+00	2.63E+00	1.89E+00	1.52E+00	1.42E+00	1.41E+00	1.19E+15	0.258824	1.402997
529	ACCEDE00529.mp4	20.38345	0.989777	43	0.586621	0.167211	0	1	240	0	5.62E+00	5.42E+00	5.01E+00	4.50E+00	3.98E+00	3.51E+00	2.84E+00	2.18E+00	1.58E+00	1.41E+00	1.40E+00	5.67E+15	0.305882	1.392682
530	ACCEDE00530.mp4	23.1805	0.713311	34	0.776021	0.056413	0	1	53	0	5.49E+00	5.01E+00	4.46E+00	4.04E+00	3.57E+00	3.23E+00	2.86E+00	2.24E+00	1.72E+00	1.44E+00	1.41E+00	3.16E+15	0.423529	1.378868
531	ACCEDE00531.mp4	37.503117	0.882725	35	0.599254	0.196516	0	0	0	0	5.94E+00	5.64E+00	5.11E+00	4.54E+00	3.99E+00	3.54E+00	2.91E+00	2.27E+00	1.63E+00	1.42E+00	1.41E+00	1.85E+15	0.380392	1.406995
532	ACCEDE00532.mp4	22.302008	1.12807	39	0.0323	0.148227	0	0	0	0	5.77E+00	5.50E+00	5.07E+00	4.49E+00	4.00E+00	3.56E+00	2.94E+00	2.31E+00	1.68E+00	1.43E+00	1.41E+00	2.01E+15	0.247059	1.394132
533	ACCEDE00533.mp4	19.811237	1.036378	39	1.040498	0.095154	0	0	0	0	5.19E+00	4.55E+00	4.10E+00	3.76E+00	3.45E+00	3.24E+00	2.89E+00	2.25E+00	1.72E+00	1.45E+00	1.41E+00	2.99E+15	0.321569	1.379296
534	ACCEDE00534.mp4	25.531105	1.132048	34	1.149048	0.006428	0	0	0	0	4.99E+00	4.51E+00	4.06E+00	3.74E+00	3.48E+00	3.24E+00	2.80E+00	2.24E+00	1.73E+00	1.43E+00	1.41E+00	3.29E+15	0.384314	1.418555
535	ACCEDE00535.mp4	21.682095	0.665376	34	0.691102	0.029624	0	0	0	0	5.56E+00	5.35E+00	4.96E+00	4.48E+00	3.97E+00	3.46E+00	2.88E+00	2.19E+00	1.63E+00	1.43E+00	1.41E+00	2.31E+15	0.262745	1.417682
536	ACCEDE00536.mp4	14.9568	0.80942	18	0.682625	0.057362	0	0	0	0	4.83E+00	4.81E+00	4.42E+00	3.98E+00	3.70E+00	3.55E+00	2.84E+00	2.25E+00	1.67E+00	1.42E+00	1.41E+00	1.07E+16	0.129412	1.41417
537	ACCEDE00537.mp4	26.446133	0.745391	29	1.312396	0.094079	0	0	0	0	5.94E+00	5.58E+00	5.12E+00	4.57E+00	4.05E+00	3.59E+00	2.91E+00	2.23E+00	1.61E+00	1.42E+00	1.41E+00	1.86E+15	0.384314	1.395561
538	ACCEDE00538.mp4	24.110346	0.655708	25	1.140561	0.026835	0	0	0	0	4.68E+00	4.49E+00	4.28E+00	3.93E+00	3.69E+00	3.36E+00	2.81E+00	2.10E+00	1.61E+00	1.43E+00	1.41E+00	2.44E+15	0.384314	1.362254
539	ACCEDE00539.mp4	20.028189	0.671881	34	0.549821	0.017904	0	0	0	0	4.95E+00	4.77E+00	4.48E+00	4.16E+00	3.80E+00	3.41E+00	2.81E+00	2.16E+00	1.65E+00	1.44E+00	1.41E+00	2.17E+15	0.231373	1.4288
540	ACCEDE00540.mp4	20.145031	1.151681	76	0.406111	0.06503	0	0	0	0	5.37E+00	5.13E+00	4.82E+00	4.39E+00	4.01E+00	3.58E+00	2.91E+00	2.21E+00	1.57E+00	1.41E+00	1.40E+00	1.50E+15	0.247059	1.403043
541	ACCEDE00541.mp4	26.504307	0.862218	34	0.728118	0.126011	0	1	174	0	4.92E+00	4.67E+00	4.34E+00	4.03E+00	3.75E+00	3.39E+00	2.84E+00	2.21E+00	1.64E+00	1.42E+00	1.41E+00	1.99E+15	0.396078	1.373501
542	ACCEDE00542.mp4	22.643461	0.855609	25	1.211705	0.063455	0	0	0	0	4.79E+00	4.56E+00	4.24E+00	3.94E+00	3.67E+00	3.36E+00	2.81E+00	2.14E+00	1.66E+00	1.43E+00	1.41E+00	2.31E+15	0.364706	1.385287
543	ACCEDE00543.mp4	26.862522	0.933468	15	0.995945	0.126564	0	0	0	0	5.90E+00	5.67E+00	5.24E+00	4.65E+00	4.03E+00	3.57E+00	2.87E+00	2.21E+00	1.59E+00	1.41E+00	1.41E+00	1.56E+15	0.447059	1.411282
544	ACCEDE00544.mp4	23.815733	0.904731	10	0.815079	0.324659	0	6	46.833332	0	5.88E+00	5.68E+00	5.37E+00	4.87E+00	4.20E+00	3.63E+00	2.99E+00	2.20E+00	1.57E+00	1.42E+00	1.41E+00	2.83E+15	0.105882	1.404777
545	ACCEDE00545.mp4	7.962914	1.512165	6	1.089584	0.151094	0	1	145	0	5.58E+00	5.45E+00	5.20E+00	4.80E+00	4.11E+00	3.46E+00	2.77E+00	2.10E+00	1.56E+00	1.43E+00	1.41E+00	3.00E+15	0.094118	1.421438
546	ACCEDE00546.mp4	6.225211	1.603494	9	0	0.045276	0	0	0	0	5.58E+00	5.49E+00	5.36E+00	4.91E+00	4.27E+00	3.62E+00	2.91E+00	2.15E+00	1.58E+00	1.43E+00	1.41E+00	2.63E+15	0.094118	1.441142
547	ACCEDE00547.mp4	15.728164	1.385543	15	3.903789	0.03526	0	0	0	0	6.12E+00	5.99E+00	5.62E+00	4.85E+00	4.12E+00	3.84E+00	3.26E+00	2.36E+00	1.72E+00	1.43E+00	1.40E+00	2.55E+15	0.090196	1.420285
548	ACCEDE00548.mp4	16.0077	1.363189	16	0.543717	0.161407	0	0	0	0	5.80E+00	5.71E+00	5.37E+00	4.83E+00	4.08E+00	3.57E+00	3.04E+00	2.22E+00	1.63E+00	1.43E+00	1.41E+00	3.85E+15	0.101961	1.392691
549	ACCEDE00549.mp4	5.881942	1.699242	13	1.390802	0.070558	0	0	0	0	5.26E+00	5.13E+00	4.80E+00	4.37E+00	3.83E+00	3.35E+00	2.80E+00	2.06E+00	1.56E+00	1.42E+00	1.41E+00	3.41E+15	0.078431	1.445425
550	ACCEDE00550.mp4	4.653306	-1	-1	0.926921	0.085011	0	0	0	0	7.00E+00	6.25E+00	5.73E+00	5.05E+00	4.28E+00	3.61E+00	2.98E+00	2.33E+00	1.73E+00	1.43E+00	1.40E+00	5.11E+15	0.090196	1.442442
551	ACCEDE00551.mp4	5.370812	-1	-1	0.772322	0.095751	0	3	62	0	6.37E+00	6.00E+00	5.57E+00	4.97E+00	4.34E+00	3.76E+00	3.05E+00	2.31E+00	1.69E+00	1.44E+00	1.41E+00	4.81E+15	0.078431	1.402517
552	ACCEDE00552.mp4	24.841105	0.999633	10	1.183555	0.225016	0	5	45.200001	0	5.74E+00	5.69E+00	5.37E+00	4.87E+00	4.23E+00	3.61E+00	2.96E+00	2.17E+00	1.58E+00	1.42E+00	1.41E+00	3.48E+15	0.098039	1.447876
553	ACCEDE00553.mp4	14.144348	1.148549	2	1.143743	0.159194	0	3	47	0	5.45E+00	5.36E+00	5.17E+00	4.83E+00	4.24E+00	3.66E+00	2.93E+00	2.15E+00	1.56E+00	1.42E+00	1.41E+00	3.09E+15	0.094118	1.457008
